timestamp_iso,clone_count
2026-01-10T12:46:41.098201,11
2026-01-10T12:47:38.668841,11
2026-01-10T12:48:22.758512,11
2026-01-10T12:49:05.639306,11
2026-01-10T12:53:46.495380,11
